,track_name,album,track_id,artist,duration,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
11,Cada Vez,"Miseria, Sangre y Plomo",0cvlErFQaOzeyiX8FXDtfR,Desakato,332306,0,0.453,0.9,7,-4.655,0,0.043,0.000477,3.05e-05,0.2,0.256,179.917
12,Cristales Rotos,Azul/Rojo,2v7exGU90YFXvlxUJ9dFvQ,Sons of Aguirre,162181,46,0.531,0.687,0,-7.4,1,0.0462,0.407,0.0,0.0875,0.943,82.562
13,Danger,Yipiyou,0rNAhrPDcqtWNJXbcsF2t4,FERNANDOCOSTA,223612,0,0.65,0.521,1,-7.102,1,0.0537,0.668,1.33e-05,0.135,0.214,170.129
14,Nuestros Mejores Momentos,La Hora Del Baile,285ZTlhTlkRtrC0EfCONXX,Kaos Urbano,211626,0,0.563,0.939,11,-4.258,0,0.0413,0.00404,0.000215,0.188,0.585,94.996
15,Octubres rotos,Con el Viento de Cara,096dO4loq3XcU3TBDCjvfW,Desakato,201106,0,0.583,0.88,2,-5.188,1,0.0361,0.00016,0.000406,0.182,0.301,134.973
16,Verborrea (with Roberto Iniesta & Iñaki Antón),Caballo de Oro,3i8T2Jk8HeN8LLQl6jSCqm,Poncho K,243920,45,0.547,0.681,4,-5.582,0,0.0387,0.0343,1.23e-06,0.106,0.348,155.969
17,Por la calle abajo,Yipiyou,7xOXRdYFrQdfUyJXU9uDTV,FERNANDOCOSTA,155076,0,0.867,0.487,11,-7.697,1,0.297,0.524,0.0,0.12,0.757,90.029
18,Chispa y Oxígeno,Vértigo,5SBqoQ1GNWw3SraFBAasbL,Lágrimas De Sangre,344377,46,0.606,0.663,7,-7.037,1,0.317,0.7,0.0,0.306,0.586,169.977
19,God's Plan,Scorpion,6DCZcSspjsKoFjzjrWoCdn,Drake,198973,84,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169
20,En venta? ¡No!,Ahora o Nunca,0Vckgr7ep0bqYysR8ZQbvu,Kulto Kultibo,211877,39,0.716,0.841,1,-5.445,1,0.171,0.209,0.0,0.0869,0.778,97.152
21,Dinamo,Yipiyou,0madpsS4UWtL72r3i9W9xH,FERNANDOCOSTA,156985,0,0.693,0.672,1,-7.724,0,0.288,0.788,0.0,0.109,0.688,92.223
22,Lutte,Amores,4eKyWOSMun3lO7qmftopQO,AYAX,245002,0,0.725,0.784,7,-7.86,1,0.392,0.15,0.0,0.564,0.651,94.75
23,Te conozco bien,La Real Música Explícita,1XXnNib1BeiT0kX64m2SNT,Lágrimas De Sangre,307415,38,0.622,0.786,7,-6.595,1,0.256,0.318,0.0,0.138,0.711,178.217
24,Que se joda el viento,28.000 puñaladas,35RZlC2of95tgErjy8BtVx,Marea,305253,55,0.669,0.739,9,-5.872,0,0.0329,0.0138,8.84e-06,0.136,0.764,118.04
25,Pa que lo gocen,Yipiyou,7BMdZsDXxPH6Db3Ug6A2q2,FERNANDOCOSTA,220964,0,0.678,0.625,6,-7.29,0,0.109,0.349,0.0,0.116,0.277,89.982
26,Manolito Caramierda,Una Historia Con Las Manos,0cMAspOC4MvMC1kRAWUzoA,Poncho K,190053,43,0.674,0.851,4,-5.019,1,0.0375,0.0141,0.0,0.0464,0.914,140.0
27,Si Vienes,Si Vienes,0SxZYeCnWCOFLDSR9pD0Li,Nikone,160310,31,0.712,0.626,8,-11.836,1,0.165,0.457,0.0,0.0967,0.917,89.859
28,Contando Lunares (feat. Cruz Cafuné),La Dura Vida del Joven Rapero,6Cs7b9bu3fy5XhMwBA9Tz4,Don Patricio,219666,0,0.856,0.523,4,-10.481,0,0.131,0.444,0.0,0.0537,0.709,105.935
29,Cowboys,Yipiyou,0EoPKG7oCySL1iJivxQzqD,FERNANDOCOSTA,139000,0,0.676,0.765,10,-5.81,0,0.358,0.772,0.0,0.0501,0.851,190.631
30,Intro,Un perro andaluz,3zcRDV0iBJGJXXunsq5K8i,Delaossa,120372,0,0.488,0.743,2,-8.058,1,0.436,0.143,0.0,0.131,0.395,164.45
31,Le voy a cobrar a tus labios tus miradas,Esta noche se merece otra ronda,2EIyK5s2Ni7ZX0qyN00Qh1,Sinkope,324600,40,0.288,0.504,7,-6.07,1,0.0383,0.112,1.41e-06,0.117,0.31,71.782
32,Welcome To Jamrock,Welcome to Jamrock,22AbXxQbMdVqEz7xJjhccG,Damian Marley,213200,68,0.836,0.661,7,-6.502,0,0.338,0.0208,0.0,0.449,0.753,76.71
33,Gusanos de seda,Yipiyou,5mFXhYVrl2dYGKvfAB82QF,FERNANDOCOSTA,202527,0,0.545,0.904,8,-5.474,0,0.165,0.738,0.0,0.204,0.447,87.933
34,Bambino,Bambino,4VMMc4Yb50aH9qK2j2M1Ba,Recycled J,156000,0,0.667,0.772,4,-6.193,1,0.298,0.357,0.0,0.0763,0.294,179.918
35,Sin Prisa,Sin Prisa,1LuccEv4YdpWldk4B5SAUt,Nikone,164954,44,0.652,0.442,9,-13.698,1,0.0861,0.84,5.39e-05,0.107,0.146,99.863
36,Macetas de colores (feat. Los Delinqüentes) - Cáceres 2016,Eres buena gente,6dWQXXZR1IQZc20Hkjk2Dq,El Desván Del Duende,244773,0,0.748,0.675,4,-6.999,1,0.063,0.38,0.0,0.0904,0.697,102.108
37,Qué más da,Yipiyou,716r0sw9uxfBPUePZep4FE,FERNANDOCOSTA,205607,0,0.692,0.576,10,-8.975,1,0.0821,0.683,3.33e-06,0.0938,0.173,114.891
38,Carretera,Carretera,6iNJ8Zdt3Kb2E7JuvTj6B5,Natos y Waor,214588,11,0.673,0.753,4,-6.632,0,0.0549,0.734,0.0,0.111,0.592,84.96
39,"Birra, Humo y Reflexiones",Kaos Nomada,0ZrDom12tnntosy9CLL1RK,Hard GZ,221224,45,0.673,0.857,1,-7.271,1,0.305,0.453,0.0,0.136,0.81,92.107
40,En Paz,En Paz,7CdXFdt8SJvPrEUcEfUQU5,Walls,218936,0,0.766,0.359,10,-10.956,0,0.114,0.754,0.0,0.0865,0.525,93.998
41,Australia Street,Caress Your Soul,0O0M44llUQuPdJAkROQRch,Sticky Fingers,219026,0,0.472,0.69,9,-8.092,0,0.0443,0.0219,0.0,0.0992,0.512,77.478
42,Orgullo Banderillero,Sin Miedo a Vivir (Extended Version),0TVQ4e2Z0Cmd7Fiixj4Ofd,SFDK,268400,52,0.774,0.54,6,-6.58,0,0.406,0.0996,0.0,0.14,0.613,83.956
43,Monfrero,Yipiyou,6aw9BOVHK14u1yzceAo9jw,FERNANDOCOSTA,143640,0,0.789,0.71,10,-7.004,0,0.264,0.684,0.0,0.065,0.581,92.973
44,Gotta Go Get It,Gotta Go Get It,4u4UHvBQhalTiGy9G76OtM,Chicolisto,134224,0,0.731,0.691,6,-10.112,1,0.21,0.344,0.0603,0.101,0.254,80.977
45,Voy a Celebrarlo,Si uno no se rinde,7Dd5p5mFpkZlEllO4Y7pCI,Lágrimas De Sangre,392561,52,0.665,0.718,7,-8.06,1,0.238,0.354,0.0,0.584,0.782,95.065
46,Ermitaño,Astola & Raton: El Hombre Caracol,3lzFbNgtkFbxFCFnNR2RpY,Astola,212369,37,0.756,0.543,4,-7.488,0,0.133,0.782,0.0,0.286,0.572,99.947
47,Ready to Fight,Ready to Fight,3vaCe6uWWFd3PKwVC6zepK,FERNANDOCOSTA,142249,0,0.732,0.795,8,-6.945,1,0.371,0.261,0.0,0.281,0.683,97.507
48,Maldición,Maldición,63ap8n5SQhAMdP3MGwsWGP,Walls,167128,0,0.638,0.751,0,-12.638,0,0.162,0.922,0.0,0.169,0.529,102.568
49,Hou hou hou,Cara y cruz,2p23Yl77TuNv1OpHPtZaz1,Ayax y Prok,126012,0,0.774,0.673,1,-4.082,1,0.284,0.0283,0.0,0.0902,0.305,98.671
50,Kualqiier Dia,Tus Problemas Crecen,1XbkYc0szlepSM3Na5EcG5,Boikot,209640,48,0.593,0.977,11,-4.015,0,0.159,0.00228,3.79e-06,0.0873,0.213,107.535
51,Lento,Lento,03EKwyFCVEnEYPvF8tOUwY,FERNANDOCOSTA,206982,0,0.702,0.884,10,-5.668,0,0.291,0.463,0.0,0.0946,0.865,87.838
52,Lengua de Serpiente,Lengua de Serpiente,3dIxQaqs099K1uAtaHRmdS,Blake,226063,0,0.809,0.618,7,-11.823,0,0.107,0.408,0.0,0.147,0.941,102.055
53,Modo Vacilón,Modo Vacilon,4opU7chKB8wzoBF9VgeUqs,Kream,223473,41,0.838,0.871,0,-4.559,1,0.315,0.334,0.0,0.137,0.839,131.996
54,Rizando el rizo,Rizando el rizo,7945rq3tD057jfrZaR08Aw,Ayax y Prok,126816,0,0.635,0.718,0,-7.071,1,0.36,0.154,0.0,0.133,0.212,87.935
55,Avisos parentales,Yipiyou,4kDKLSXAakfdeZ428EQh9T,FERNANDOCOSTA,193258,0,0.817,0.703,2,-7.614,1,0.269,0.357,0.0,0.0664,0.875,95.0
56,23 de Junio,"Mismo Sitio, Distinto Lugar",3NolL8Ds5qRrYQSVUBKicn,Vetusta Morla,207480,57,0.442,0.473,9,-8.63,0,0.0394,0.616,1.17e-06,0.0693,0.547,172.879
57,Ando a Tientas,Ando a Tientas,6GVtxYW0RvCkci90UnfBGh,SWIT EME,209680,22,0.659,0.786,4,-5.851,1,0.28,0.101,0.0,0.134,0.741,94.126
58,El prota,Especies en extinción,148LxUZbZf4B1zZZnhBCbF,Rulo y la contrabanda,206280,28,0.48,0.735,9,-6.713,0,0.0399,0.00941,1.78e-06,0.302,0.425,158.759
59,Reina,Yipiyou,4ezJPRiq2TqcpxOeZhzf7X,FERNANDOCOSTA,171875,0,0.739,0.915,2,-5.604,1,0.249,0.234,0.0,0.35,0.604,91.985
60,El sol pegaba,Rojo y Negro,4agb4LQBYCKp5Y2tPfHV02,Ayax y Prok,141500,0,0.559,0.825,7,-5.621,1,0.446,0.383,0.0,0.247,0.748,179.907
61,Guerrero,Guerrero,0JN2B8T3X0wKaILK5inMnq,Edoby,182068,46,0.565,0.81,11,-4.078,1,0.188,0.794,0.0,0.0918,0.529,173.946
62,#RapSinCorte XXXIII,"#RapSinCorte, Vol. 3",2IBruv8ukHbM00wDFppdF0,Foyone,176000,0,0.631,0.805,5,-10.543,0,0.156,0.402,0.0,0.81,0.815,79.037
63,How To Fly,Caress Your Soul,3jAoLij05OiNndX2XlSRdS,Sticky Fingers,202186,1,0.676,0.645,8,-9.335,0,0.0992,0.159,0.00172,0.106,0.537,151.058
64,Roxanne,Rojo y Negro,1Zm7cu7k8nsgZWmSs9nvkC,Ayax y Prok,162137,0,0.752,0.791,9,-8.134,0,0.199,0.492,0.0,0.063,0.66,94.03
65,Masculino singular,Veo Veo Mamoneo,52QD2RqoYu47mKA1gs4I3M,Rosendo,243040,49,0.588,0.915,2,-5.11,1,0.0352,0.00252,0.0,0.238,0.735,123.034
66,Something New (feat. Ty Dolla $ign),Something New (feat. Ty Dolla $ign),33z5crv3IO5U2BOi8xod92,Wiz Khalifa,200773,48,0.814,0.635,7,-6.609,0,0.0809,0.0935,0.0,0.0892,0.784,87.581
67,Aquellas Cosas Que Solíamos Hacer,Sin Trampa Ni Cartón,1CrN92KYQTOePdubueHipL,Benito Kamelas,289626,0,0.554,0.844,0,-6.103,1,0.0563,0.0337,1.72e-06,0.069,0.618,167.994
68,Esto es rojo y negro,Rojo y Negro,4OSMvPP7qPNcEPBSFBFZMo,Ayax y Prok,121263,0,0.72,0.647,7,-10.538,1,0.586,0.34,0.0,0.0793,0.696,95.286
69,Por Partes,Por Partes,70U7ykdqCVLAtMePYvXvnJ,Walls,184446,0,0.898,0.641,1,-7.823,1,0.117,0.423,0.0,0.123,0.916,105.019
70,Por verte sonreír,Mira,6tGUkobti5ztrb9aQ0UDEx,La Fuga,400480,50,0.398,0.825,7,-2.961,1,0.0641,0.508,0.0,0.301,0.299,132.414
71,Road To Zion,Welcome to Jamrock,6Ja1mjO9WcJFX3LsH22gRk,Damian Marley,317333,62,0.724,0.696,1,-6.326,1,0.201,0.123,0.0,0.106,0.433,93.607
72,"A veces se me pasa, a veces paso",Cara y cruz,1Xet933o3e612B2HPY63pV,Ayax y Prok,157890,0,0.717,0.953,9,-4.333,1,0.314,0.104,0.0,0.21,0.667,93.06
73,Chacho,Chacho,2GYmLDGiihlndEgCItmJCJ,Dollar Selmouni,151469,0,0.687,0.575,1,-7.726,1,0.307,0.64,5.43e-06,0.691,0.616,91.907
74,Otra Noche,Mundo Kaotiko,2JXn1MQeFqowxtRxgmefuk,Kaotiko,190746,55,0.552,0.932,8,-5.418,1,0.0488,0.0234,0.0,0.104,0.538,112.031
75,Apocalypse,Cigarettes After Sex,7McZS9J6h0SKoZBR6cfcFe,Cigarettes After Sex,290616,0,0.369,0.465,5,-9.017,1,0.0277,0.0211,0.6,0.109,0.177,94.435
76,Obedece,Nuestro Tiempo,7wNPcsOIpuVoFiSLvgI88X,Novus Ordo,259150,0,0.635,0.752,7,-9.577,1,0.0433,0.0164,3.71e-06,0.227,0.589,87.481
77,Kambelleh,F.y.a.h.,32SHwvOWV0SDAgX0efdK2c,Fyahbwoy,209023,39,0.833,0.85,11,-2.757,1,0.0871,0.446,0.0,0.546,0.844,103.012
78,Diversity,Soul Pirate,2aUKZnUQDtyVS1CMU1xk9p,Alborosie,249666,42,0.715,0.512,7,-6.826,1,0.199,0.0373,0.0,0.289,0.707,133.944
79,Green Morning,Green Morning,2NmB2IrvrYIN8Tz7uxNyju,Astola,186549,38,0.75,0.653,6,-6.178,0,0.0686,0.706,0.0,0.0588,0.947,142.773
80,Si Quiere Estar Conmigo,Si Quiere Estar Conmigo,5RfvHDLXCeyeEBCFBlEZ3h,Dollar Selmouni,211200,0,0.732,0.787,6,-6.053,0,0.0402,0.293,0.0434,0.531,0.296,100.038
81,Cadenas de Oro,F.y.a.h.,31aSfmxBwO7IJXzjZR4Y5H,Fyahbwoy,179787,37,0.594,0.718,1,-3.984,0,0.0433,0.415,0.0,0.161,0.41,87.537
82,Last Resort,Infest,5W8YXBz9MTIDyrpYaCg2Ky,Papa Roach,199906,80,0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598
83,Natural,Natural,6aH9fMlmoSe6bs8PDoXFxA,Suu,241600,0,0.592,0.678,0,-5.579,1,0.0362,0.371,8.74e-05,0.162,0.68,96.892
84,De Golpe y Porrazo,De Golpe y Porrazo,04dt4L2848gdqKzNxphaH8,SWIT EME,199825,31,0.717,0.617,3,-13.524,1,0.395,0.452,1.87e-05,0.362,0.922,85.93
85,Cicatrices,Cicatrices,19OsDvOm2hw28Bqg7wo4Ox,Natos y Waor,180000,21,0.718,0.814,8,-5.467,1,0.345,0.695,0.0,0.125,0.27,120.04
86,Mil en multas,Un perro andaluz,5gFcjdrW7lc5IdlbqgutS5,Delaossa,184273,0,0.619,0.698,0,-6.929,0,0.399,0.495,0.0,0.106,0.677,126.118
87,Agua Pasá,Redención (Versión Exclusiva Spotify),4QXiKcZwVr6MmgBXjsdGdU,SFDK,178946,57,0.692,0.847,5,-4.408,0,0.187,0.423,0.0,0.0768,0.449,139.773
88,Desahucio,Cara y cruz,5BruCMljVpEoMoOZkISuVF,Ayax y Prok,205322,0,0.846,0.847,1,-4.42,1,0.248,0.135,0.0,0.0889,0.788,93.034
89,Dale,Yipiyou,0QVTR3bmGkgIbJnlbaR4EG,FERNANDOCOSTA,181286,0,0.536,0.887,5,-6.0,0,0.221,0.439,0.0,0.285,0.912,188.116
90,Patata,Patata,4ZKR6PMUbyXS8Mb6tZpM7j,Luisaker,181991,0,0.588,0.507,6,-11.836,1,0.428,0.487,0.0,0.108,0.556,169.082
91,El aire de la calle,El Sentimiento Garrapatero Que Nos Traen Las Flores,2PaETSKl3w3IdtLIbDnQXJ,Los Delinquentes,186733,61,0.755,0.614,3,-9.841,0,0.0458,0.526,0.0,0.113,0.887,99.99
92,Ese cosquilleo,Cara y cruz,6Zcyvk9QmBpdyk93LmsqzL,Ayax y Prok,206533,0,0.691,0.817,1,-5.573,1,0.32,0.504,0.0,0.368,0.421,89.963
93,Ouh¡ Gyal,Vuela,05G5IBqgK4jMNyBfMm6fuG,Mad Division,203872,40,0.698,0.864,11,-4.164,0,0.273,0.329,0.0,0.0701,0.806,87.927
94,Volar Sin Alas,Manual de Jaleo,39tZa2WbpIk300pO0WvnXH,El Canijo de Jerez,235751,42,0.494,0.83,4,-6.607,1,0.12,0.165,2.82e-05,0.0965,0.303,153.509
95,Lo Tierno y la Corteza,11 Palos,1o7q2Rqdl2Ugzm4z2xa52z,Poncho K,190278,0,0.528,0.819,11,-5.22,0,0.0305,0.00783,1.35e-06,0.248,0.732,170.102
96,Cuaderno de bitácora,Cuaderno de bitácora,4i8tyhs7dkrXn7EhQPmjzk,Ayax y Prok,173617,0,0.759,0.555,11,-12.895,1,0.877,0.461,0.0,0.0831,0.593,94.039
97,Phantom Limb,Phantom Limb,7BgGeRpjz3REs2oYPbhhh1,Melo Moreno,233726,35,0.797,0.477,11,-7.872,0,0.0371,0.252,1.46e-06,0.267,0.587,124.112
98,¡Ay! Dolores,Y Ahora Qué?,2gDwJLEw8MTn0AoJzdpBWQ,Reincidentes,248266,46,0.525,0.851,2,-5.581,0,0.0643,0.0151,0.0,0.656,0.541,100.026
99,Easy,Easy,4uenWVEGaut8MKIRCcnND0,Luisaker,163555,0,0.744,0.544,11,-3.911,0,0.312,0.279,0.0,0.088,0.476,78.986
