,track_name,album,track_id,artist,duration,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
22,Rude Girl,Dolç Atac (Studio),4WEpx43cE3iz2uzjVOkxkH,Auxili,166818,42,0.858,0.888,0,-5.069,1,0.0417,0.212,2.63e-06,0.0378,0.843,137.978
23,Cuenta Conmigo,Maracucho Bueno Muere Chiquito,09mher1pkrrvgc5PKBbvxS,Cruz Cafuné,212863,43,0.807,0.451,6,-7.177,0,0.0416,0.155,0.0,0.107,0.364,120.06
24,Temerario,Temerario,1nO2vGrP18kP5ok92k3MOH,Itaca Band,201802,42,0.65,0.804,2,-8.147,0,0.0575,0.0167,0.0,0.0976,0.879,150.028
25,Ese cosquilleo,Cara y cruz,6Zcyvk9QmBpdyk93LmsqzL,Ayax y Prok,206533,0,0.691,0.817,1,-5.573,1,0.32,0.504,0.0,0.368,0.421,89.963
26,Addictes,Nòmades,5CJ0PVqWFnqRaAylK6Z4Dl,Smoking Souls,231106,19,0.402,0.934,5,-5.085,0,0.238,6.75e-05,0.0,0.275,0.623,181.037
27,Hopeless Romantic (feat. Swae Lee),Rolling Papers 2,7IBSffWIu7P2MC7kMwy2FM,Wiz Khalifa,226742,67,0.877,0.477,9,-7.379,0,0.0587,0.307,0.0,0.0929,0.552,127.023
28,Carretera,Carretera,6iNJ8Zdt3Kb2E7JuvTj6B5,Natos y Waor,214588,11,0.673,0.753,4,-6.632,0,0.0549,0.734,0.0,0.111,0.592,84.96
29,Contigo,Pa'fuera y Pa'dentro,4pesB5Dew0MP6mwvyfj4sX,La Otra,200416,0,0.699,0.275,3,-11.898,1,0.0457,0.62,9.55e-06,0.101,0.559,120.305
30,Quan caminàvem,Essència,3dx71UjqkLL9RuMCSQciFa,Aspencat,234893,0,0.705,0.805,7,-6.28,1,0.0507,0.0251,0.0,0.187,0.828,95.042
31,Estiu,Tempestes Vénen del Sud,6R9Q6q4KaS9EuwDmHa8pCn,ZOO,215736,0,0.644,0.671,1,-6.395,1,0.389,0.0452,0.0,0.0824,0.966,88.015
32,Llorando en la Limo (feat. Alizzz),Llorando en la Limo (feat. Alizzz),0Umt5FqtUbnP4iR1QejfzB,C. Tangana,139354,47,0.779,0.371,9,-8.89,0,0.163,0.036,1.32e-05,0.26,0.365,155.087
33,the remedy for a broken heart (why am I so in love),?,4UKCKdYiLN6IMA5ZESUTL7,XXXTENTACION,160184,79,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705
34,Coquito la Pieza,Maracucho Bueno Muere Chiquito,3MK6pVyk4dexZGlR7NokJr,Cruz Cafuné,188351,46,0.757,0.789,7,-6.207,0,0.132,0.0734,0.0,0.236,0.513,90.004
35,Perogrullo,Perogrullo,6mQWvPfyRtrTuKDm5DJeFK,Bejo,221176,0,0.795,0.693,6,-8.005,1,0.352,0.912,0.00217,0.117,0.833,102.009
36,Canela en Rama,Lo Mal Que Estoy y Lo Poco Que Me Quejo,0UMdgDWdsU486W6MErT2Zr,El Kanka,199505,0,0.79,0.487,0,-7.239,1,0.0567,0.733,0.0,0.107,0.642,103.036
37,Guarda'm l'aire,Cendra i or,6LnYlWJ7fwIWFwPQptJ5TX,Smoking Souls,330429,30,0.318,0.623,0,-6.488,1,0.0369,0.00239,1.71e-06,0.258,0.294,88.026
38,Mira tú qué ritmo,Mira tú qué ritmo,7uGFZKYUSEXa9JydFyfDgZ,Ayax y Prok,158472,0,0.922,0.829,0,-6.027,1,0.308,0.321,0.0,0.341,0.88,125.725
39,Cojo el saco y me retiro,Rockallano,70MAtVBITOe87jTUlRhzd8,Astola,286960,29,0.884,0.574,9,-7.567,0,0.0639,0.181,0.000373,0.0653,0.834,128.018
40,Bella - Remix,Bella (Remix),0SaYeGhSXN0dDWstyNTQ56,Wolfine,218360,0,0.917,0.476,3,-6.621,1,0.0655,0.304,0.0,0.103,0.87,93.987
41,Cicatrices,Cicatrices,19OsDvOm2hw28Bqg7wo4Ox,Natos y Waor,180000,21,0.718,0.814,8,-5.467,1,0.345,0.695,0.0,0.125,0.27,120.04
42,Lo siento,Lo siento,7HNJNqsBZ7qc6UmYEq8bie,Beret,229939,0,0.419,0.407,11,-9.011,0,0.0446,0.576,0.0,0.138,0.309,79.839
43,Nosotros Lo Hicimos,21 Centimetros,65mRD6goKQX50reMDICnEx,Duo Kie,253186,30,0.726,0.932,1,-3.125,1,0.209,0.122,0.0,0.322,0.885,90.917
44,Hoy,Surrealismo,5jUijZoowytMVFyBa76YL3,Los De Marras,202880,0,0.68,0.934,11,-4.787,1,0.0396,0.0277,1.9e-05,0.106,0.899,102.509
45,Mi Casa,Pa'l Coche,3sdbjDa8Rvmfn8k7pz7znc,Cruz Cafuné,166113,53,0.888,0.563,1,-7.432,1,0.142,0.138,8.13e-06,0.116,0.444,99.481
46,Torna'm,Temerario,1NzY8ZgJxVKpqUXTfGFhH0,Itaca Band,207326,35,0.587,0.743,0,-6.648,0,0.0936,0.0207,0.0,0.0815,0.863,175.895
47,Niña voladora,Las canciones que escribí mientras volaba,6t9ot6JHFylOIfKRRvxIS8,Juanito Makandé,222839,0,0.75,0.416,9,-8.205,1,0.0996,0.744,4.2e-05,0.156,0.729,145.135
48,Camina,Camina,6BQEZ7bLf5ZnNbZ2Ac6FxY,AMBKOR,235540,0,0.667,0.835,9,-7.923,0,0.348,0.889,0.0,0.0907,0.278,83.866
49,"A veces se me pasa, a veces paso",Cara y cruz,1Xet933o3e612B2HPY63pV,Ayax y Prok,157890,0,0.717,0.953,9,-4.333,1,0.314,0.104,0.0,0.21,0.667,93.06
50,Llueve en Semana Santa,Así en el Cielo Como en la Selva,1VrwBgWyGqro52jYSWS5YY,La Raíz,271455,36,0.754,0.879,9,-4.51,1,0.038,0.0214,0.0,0.498,0.799,111.48
51,Me Inventaré (with Dani Martin),Dual,3KRIjXjUYoiweWF8x8Eg6v,Funambulista,256959,43,0.51,0.618,4,-6.27,1,0.0299,0.171,0.0,0.0983,0.321,136.191
52,Revoltes,Dolç Atac (Studio),11UpB14DFQCDRiVpWk4X2m,Auxili,184413,24,0.668,0.807,0,-6.112,0,0.0314,0.0905,0.0,0.118,0.938,163.848
53,Vuelve,Vuelve,3jMwSd2zqGOwJStCatpjAr,Beret,148633,0,0.689,0.456,11,-10.033,1,0.094,0.546,0.0,0.104,0.474,77.426
54,Alcohol i sal,Cendra i or,4bMiGBTBwGNT5MZBjRVEyI,Smoking Souls,256304,20,0.624,0.639,5,-5.838,0,0.0401,0.0088,0.0,0.156,0.302,102.479
55,Esbarzers,La Polseguera,7tiu52iT5YeFY7QhOCpmOs,La Gossa Sorda,265386,44,0.816,0.804,6,-5.914,0,0.0365,0.0474,0.0,0.0838,0.963,143.97
56,Miénteme,Miénteme,3d0CVvh3V9XOesXzkrD21j,Cruz Cafuné,166996,44,0.886,0.382,3,-8.493,0,0.418,0.261,0.0,0.109,0.326,130.59
57,R U Mine?,AM,2AT8iROs4FQueDv2c8q2KE,Arctic Monkeys,201726,82,0.288,0.758,6,-5.692,0,0.0371,0.00616,0.0,0.303,0.619,97.094
58,Que Bello Es Vivir,Lo Mal Que Estoy y Lo Poco Que Me Quejo,08SzJ36bldPrL8WiT0blvB,El Kanka,236762,0,0.582,0.649,9,-5.114,1,0.0687,0.7,0.0,0.118,0.833,104.575
59,Pausa,Pausa,3gwdBvSZDtLqjCSvFYLbpK,IZAL,172516,28,0.503,0.311,11,-11.379,0,0.028,0.862,0.00225,0.0969,0.0832,81.937
60,Salgo a la Calle (Bonus Track),Boikotea!!! (Live),496O2EfJmGm6LQpWjt9bGj,Boikot,208480,37,0.669,0.898,1,-4.988,1,0.0882,0.00423,0.000301,0.0918,0.786,107.516
61,Elegiré,Así en el Cielo Como en la Selva,718HCXN1Jntgf0cywbSZch,La Raíz,277417,40,0.616,0.692,2,-5.31,0,0.0577,0.00583,0.0,0.0901,0.793,171.951
62,El roce de tu cuerpo,Muy Deficiente,3EPd9riN2R8Zjl6GkrxxGl,Platero Y Tu,250093,56,0.457,0.904,7,-4.67,1,0.0659,0.015,5.01e-05,0.2,0.237,171.633
63,Si tu vols,Tresors,0XTiC5IuEnmChnWyoZSBSl,Auxili,235348,33,0.749,0.72,3,-7.923,0,0.0357,0.0135,0.0,0.0698,0.667,142.007
64,Esto es rojo y negro,Esto es rojo y negro,4tNc2wkHPDtsljEt3aODpX,Ayax y Prok,121263,0,0.72,0.647,7,-10.538,1,0.586,0.34,0.0,0.0793,0.696,95.286
65,Moonlight,?,0JP9xo3adEtGSdUEISiszL,XXXTENTACION,135090,82,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009
66,Calavera no chilla,Calavera no chilla,5dgA6aIoYJvTz48qAI0rPf,Natos y Waor,211428,8,0.668,0.736,3,-4.883,0,0.043,0.326,9.88e-06,0.113,0.366,84.033
67,Mango,Pa'l Coche,0NvTKlWvcMAAnk6R5YEuqT,Cruz Cafuné,177294,40,0.81,0.397,3,-10.389,0,0.175,0.34,2.77e-06,0.181,0.866,88.021
68,Ahí Va la Niña,Desde una Ventana,0S97fTj264zDbSQ5yWQWqB,Andrés Suárez,180906,42,0.781,0.511,3,-5.934,1,0.0547,0.468,0.0,0.11,0.894,122.852
69,No me beses en la boca,No soy de nadie,1exduosuXG0m9eDk1j6KTW,Kutxi Romero,229177,0,0.705,0.304,9,-13.212,0,0.0296,0.831,0.164,0.0674,0.507,113.916
70,Cállate,Un año bajo la lluvia,1deQQ1I4Q559MH6DHDzuXD,AMBKOR,180636,0,0.627,0.891,1,-5.096,1,0.302,0.317,0.0,0.125,0.728,167.926
71,Monstruos,Monstruos,2zQSoFnkWXzQwyh77xuQ0t,Leiva,243880,47,0.419,0.44,2,-8.023,1,0.025,0.109,0.000311,0.347,0.163,78.737
72,Malos pelos,Astola & Raton: El Hombre Caracol,4IgnPB9WdKDxdQFKcb8hYP,Astola,216421,15,0.663,0.788,8,-6.642,1,0.158,0.322,0.0,0.579,0.961,138.166
73,Diez Mil Porqués,Inéditos,6e8VRfJBGDJzS6EDcfokIq,Beret,210151,0,0.718,0.611,7,-7.502,0,0.083,0.319,0.0,0.132,0.597,139.917
74,Hui la liem,Tresors,0cpToG2pZPh9TK3snKAVHO,Auxili,226844,37,0.823,0.817,6,-7.088,0,0.0547,0.0116,2.55e-06,0.07,0.605,103.526
75,Zapatillas,Zapatillas,42VgiRyg0YjtRVLiPFNxPJ,El Canto Del Loco,172640,63,0.428,0.956,8,-2.382,0,0.178,0.0281,0.0,0.58,0.686,198.076
76,Antes de Morirme (feat. Rosalía),Antes de Morirme (feat. Rosalía),7aFBy1CBLGnZE1Iv6TvEZE,C. Tangana,199994,0,0.865,0.498,8,-8.882,0,0.168,0.0718,0.00312,0.108,0.131,97.921
77,Si No Te Tengo,Hijos de la Tierra,13nYJZLxyzNGxyGaHTKM4F,Green Valley,327029,0,0.755,0.595,11,-9.078,0,0.0917,0.0522,1.27e-05,0.106,0.406,129.954
78,Ventiladors,Raval,2bYdFvFow6fNIJL3XpvDbo,ZOO,214247,0,0.839,0.834,6,-3.705,0,0.125,0.0439,0.0,0.12,0.961,120.023
79,Voy a Celebrarlo,Si uno no se rinde,7Dd5p5mFpkZlEllO4Y7pCI,Lágrimas De Sangre,392561,52,0.665,0.718,7,-8.06,1,0.238,0.354,0.0,0.584,0.782,95.065
80,Copenhague,Un Día en el Mundo,4bZEZhCq2kqUxnMacXVl5x,Vetusta Morla,303693,60,0.559,0.742,9,-3.945,1,0.0243,0.411,0.0107,0.133,0.482,92.959
81,La vereda de la puerta de atrás,"Yo, Minoría Absoluta",4kJP8Z888wREJ8bRMWNMuk,Extremoduro,243320,63,0.403,0.893,9,-2.735,0,0.0474,0.437,0.000173,0.11,0.527,141.194
82,Mardy Bum,"Whatever People Say I Am, That's What I'm Not",2fyIS6GXMgUcSv4oejx63f,Arctic Monkeys,175440,73,0.634,0.599,2,-5.447,1,0.0365,0.0288,0.0,0.197,0.312,112.215
83,Como Solía,Como Solía,57kf0CZiA4NRhI4dKl4LPe,Cruz Cafuné,200072,38,0.878,0.543,10,-4.707,0,0.0441,0.205,3.81e-06,0.095,0.33,119.942
84,Ojalá,Ojalá,1bKLec07c65Zt7RV5Xt5yo,Beret,220909,0,0.503,0.615,5,-9.128,1,0.137,0.661,0.0,0.122,0.318,153.478
85,Borracha y Callejera,Así en el Cielo Como en la Selva,6zPiKClLU2ixBsuNAjWFp1,La Raíz,242569,38,0.733,0.65,6,-5.953,0,0.0312,0.00223,0.0,0.118,0.628,119.013
86,Caminaré,Caminaré,3NTUGxmDIRf40iS5gZOhBu,Natos y Waor,276000,7,0.709,0.55,7,-5.518,0,0.0872,0.329,2.09e-05,0.0939,0.284,140.081
87,Te Doy Media Noche,Mi Pequeña Historia,6iSRWMtQCP8tdxtSTKbcUj,Andrés Suárez,173453,41,0.527,0.338,5,-9.63,1,0.0366,0.688,0.0,0.116,0.321,70.554
88,Same Love (feat. Mary Lambert),The Heist,6IFa4RUo2iM5L33Hkx82lr,Macklemore & Ryan Lewis,320034,0,0.56,0.475,8,-9.05,1,0.173,0.718,2.18e-05,0.0994,0.308,84.899
89,Com Camot,Tresors,3WbWnTN9MaSSoQfpuAca1w,Auxili,204655,33,0.803,0.799,4,-5.785,0,0.0563,0.0416,0.0,0.1,0.842,97.012
90,Química,Química,1tx7guRmiWaI8t5Qc4mqcF,Juancho Marqués,226666,0,0.272,0.542,9,-10.671,1,0.0615,0.0861,0.000767,0.102,0.262,86.817
91,Vasos Vacíos,¿Quién Nos Va a Salvar?,0fZgVsd0Bk64cAUOcUnQ0X,La Maravillosa Orquesta del Alcohol,188931,49,0.516,0.537,9,-12.513,0,0.0411,0.0512,0.0,0.0787,0.367,144.887
92,Free Tibet - Vini Vici Remix,Free Tibet (Vini Vici Remix),1Ic75bJnvNE3zpE7qZg7aA,Hilight Tribe,474782,0,0.383,0.947,1,-5.93,1,0.0654,0.0131,0.697,0.143,0.0741,103.512
93,Corazon de mimbre,Coces al Aire 1997-2007,6ScI1xf3RszISXvLGmitY3,Marea,337666,55,0.521,0.928,9,-3.548,0,0.0837,0.0235,0.0,0.0961,0.323,90.555
94,Eterna força (ParatgesPreferits) - Live,Eterna força (ParatgesPreferits) [Live],4laP22Dp48tNCZIGBJNqsh,Smoking Souls,237500,0,0.513,0.465,9,-6.318,1,0.0593,0.858,0.0,0.36,0.208,95.859
95,Do I Wanna Know?,AM,5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,272394,87,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03
96,Gin and Drugs (feat. Problem),Rolling Papers 2,1NX3nkD48kz4BLgxUhtt5s,Wiz Khalifa,153756,45,0.829,0.803,9,-4.153,1,0.258,0.131,0.0,0.636,0.766,98.968
97,Generación perdida,Cicatrices,4yGusLC2fJbi1N3hcJNbAP,Natos y Waor,184000,9,0.679,0.752,11,-4.726,1,0.309,0.355,1.09e-06,0.0985,0.372,89.903
98,"Ama, ama, ama y ensancha el alma - Versión 2004",Grandes exitos y fracasos (Episodio 1º),06LdeHlnBLBDUb87cgBef0,Extremoduro,167840,43,0.482,0.858,9,-3.946,1,0.0682,0.128,0.00564,0.0991,0.613,165.876
99,De Mar en Mar,El Lado de los Rebeldes,5tA30UTCxd4n5Fzaz4p6WK,La Raíz,296426,39,0.748,0.884,7,-5.471,1,0.0393,0.088,0.0,0.0528,0.956,99.024
